title,summary,published,authors,processed_summary
Neptune: The Long Orbit to Benchmarking Long Video Understanding,"This paper describes a semi-automatic pipeline to generate challenging
question-answer-decoy sets for understanding long videos. Many existing video
datasets and models are focused on short clips (10s-30s). While some long video
datasets do exist, they can often be solved by powerful image models applied
per frame (and often to very few frames) in a video, and are usually manually
annotated at high cost. In order to mitigate both these problems, we propose a
scalable dataset creation pipeline which leverages large models (VLMs and
LLMs), to automatically generate dense, time-aligned video captions, as well as
tough question answer decoy sets for video segments (up to 15 minutes in
length). Our dataset Neptune covers a broad range of long video reasoning
abilities and consists of a subset that emphasizes multimodal reasoning. Since
existing metrics for open-ended question answering are either rule-based or may
rely on proprietary models, we provide a new open source model-based metric GEM
to score open-ended responses on Neptune. Benchmark evaluations reveal that
most current open-source long video models perform poorly on Neptune,
particularly on questions testing temporal ordering, counting and state
changes. Through Neptune, we aim to spur the development of more advanced
models capable of understanding long videos. The dataset is available at
https://github.com/google-deepmind/neptune",2024-12-12 18:54:48+00:00,"['Arsha Nagrani', 'Mingda Zhang', 'Ramin Mehran', 'Rachel Hornung', 'Nitesh Bharadwaj Gundavarapu', 'Nilpa Jha', 'Austin Myers', 'Xingyi Zhou', 'Boqing Gong', 'Cordelia Schmid', 'Mikhail Sirotenko', 'Yukun Zhu', 'Tobias Weyand']",paper describe semi automatic pipeline generate challenging question answer decoy set understand long video exist video dataset model focus short clip long video dataset exist solve powerful image model apply frame frame video usually manually annotate high cost order mitigate problem propose scalable dataset creation pipeline leverage large model vlm llms automatically generate dense time align video caption tough question answer decoy set video segment minute length dataset neptune cover broad range long video reasoning ability consist subset emphasize multimodal reasoning exist metric open ended question answering rule base rely proprietary model provide new open source model base metric gem score open end response neptune benchmark evaluation reveal current open source long video model perform poorly neptune particularly question test temporal ordering counting state change neptune aim spur development advanced model capable understand long video dataset available
Optical Arbitrary Waveform Generation (OAWG) Using Actively Phase-Stabilized Spectral Stitching,"The conventional way of generating optical waveforms relies on the in-phase
and quadrature (IQ) modulation of a continuous wave (CW) laser tone. In this
case, the bandwidth of the resulting optical waveform is limited by the
underlying electronic components, in particular by the digital-to-analog
converters (DACs) generating the drive signals for the IQ modulator. This
bandwidth bottleneck can be overcome by using a concept known as optical
arbitrary waveform generation (OAWG), where multiple IQ modulators and DACs are
operated in parallel to first synthesize individual spectral slices, which are
subsequently combined to form a single ultra-broadband arbitrary optical
waveform. However, targeted synthesis of arbitrary optical waveforms from
multiple spectral slices has so far been hampered by difficulties to maintain
the correct optical phase relationship between the slices. In this paper, we
propose and demonstrate spectrally sliced OAWG with active phase stabilization,
which permits targeted synthesis of truly arbitrary optical waveforms. We
demonstrate the viability of the scheme by synthesizing optical waveforms with
record-high bandwidths of up to 325 GHz from four individually generated
optical tributaries. In a proof-of-concept experiment, we use the OAWG system
to generate 32QAM data signals at symbol rates of up to 320 GBd, which we
transmit over 87 km of single-mode fiber and receive by a two-channel
non-sliced optical arbitrary waveform measurement (OAWM) system, achieving
excellent signal quality. We believe that our scheme can unlock the full
potential of OAWG and disrupt a wide range of applications in high-speed
optical communications, photonic-electronic digital-to-analog conversion, as
well as advanced test and measurement in science and industry.",2024-12-12 18:54:32+00:00,"['Daniel Drayss', 'Dengyang Fang', 'Alban Sherifaj', 'Huanfa Peng', 'Christoph Füllner', 'Thomas Henauer', 'Grigory Lihachev', 'Tobias Harter', 'Wolfgang Freude', 'Sebastian Randel', 'Tobias J. Kippenberg', 'Thomas Zwick', 'Christian Koos']",conventional way generate optical waveform rely phase quadrature iq modulation continuous wave cw laser tone case bandwidth result optical waveform limit underlie electronic component particular digital analog converter dacs generate drive signal iq modulator bandwidth bottleneck overcome concept know optical arbitrary waveform generation oawg multiple iq modulator dac operate parallel synthesize individual spectral slice subsequently combine form single ultra broadband arbitrary optical waveform target synthesis arbitrary optical waveform multiple spectral slice far hamper difficulty maintain correct optical phase relationship slice paper propose demonstrate spectrally slice oawg active phase stabilization permit target synthesis truly arbitrary optical waveform demonstrate viability scheme synthesize optical waveform record high bandwidth ghz individually generate optical tributary proof concept experiment use oawg system generate datum signal symbol rate gbd transmit km single mode fiber receive channel non sliced optical arbitrary waveform measurement oawm system achieve excellent signal quality believe scheme unlock potential oawg disrupt wide range application high speed optical communication photonic electronic digital analog conversion advanced test measurement science industry
A Theoretical Analysis of Soft-Label vs Hard-Label Training in Neural Networks,"Knowledge distillation, where a small student model learns from a pre-trained
large teacher model, has achieved substantial empirical success since the
seminal work of \citep{hinton2015distilling}. Despite prior theoretical studies
exploring the benefits of knowledge distillation, an important question remains
unanswered: why does soft-label training from the teacher require significantly
fewer neurons than directly training a small neural network with hard labels?
To address this, we first present motivating experimental results using simple
neural network models on a binary classification problem. These results
demonstrate that soft-label training consistently outperforms hard-label
training in accuracy, with the performance gap becoming more pronounced as the
dataset becomes increasingly difficult to classify. We then substantiate these
observations with a theoretical contribution based on two-layer neural network
models. Specifically, we show that soft-label training using gradient descent
requires only $O\left(\frac{1}{\gamma^2 \epsilon}\right)$ neurons to achieve a
classification loss averaged over epochs smaller than some $\epsilon > 0$,
where $\gamma$ is the separation margin of the limiting kernel. In contrast,
hard-label training requires $O\left(\frac{1}{\gamma^4} \cdot
\ln\left(\frac{1}{\epsilon}\right)\right)$ neurons, as derived from an adapted
version of the gradient descent analysis in \citep{ji2020polylogarithmic}. This
implies that when $\gamma \leq \epsilon$, i.e., when the dataset is challenging
to classify, the neuron requirement for soft-label training can be
significantly lower than that for hard-label training. Finally, we present
experimental results on deep neural networks, further validating these
theoretical findings.",2024-12-12 18:54:07+00:00,"['Saptarshi Mandal', 'Xiaojun Lin', 'R. Srikant']",knowledge distillation small student model learn pre train large teacher model achieve substantial empirical success seminal work despite prior theoretical study explore benefit knowledge distillation important question remain unanswered soft label training teacher require significantly few neuron directly train small neural network hard label address present motivate experimental result simple neural network model binary classification problem result demonstrate soft label training consistently outperform hard label training accuracy performance gap pronounced dataset increasingly difficult classify substantiate observation theoretical contribution base layer neural network model specifically soft label training gradient descent require neuron achieve classification loss average epoch small separation margin limit kernel contrast hard label training require neuron derive adapt version gradient descent analysis imply dataset challenge classify neuron requirement soft label training significantly low hard label training finally present experimental result deep neural network validate theoretical finding
DISHONEST: Dissecting misInformation Spread using Homogeneous sOcial NEtworks and Semantic Topic classification,"The emergence of the COVID-19 pandemic resulted in a significant rise in the
spread of misinformation on online platforms such as Twitter. Oftentimes this
growth is blamed on the idea of the ""echo chamber."" However, the behavior said
to characterize these echo chambers exists in two dimensions. The first is in a
user's social interactions, where they are said to stick with the same clique
of like-minded users. The second is in the content of their posts, where they
are said to repeatedly espouse homogeneous ideas. In this study, we link the
two by using Twitter's network of retweets to study social interactions and
topic modeling to study tweet content. In order to measure the diversity of a
user's interactions over time, we develop a novel metric to track the speed at
which they travel through the social network. The application of these analysis
methods to misinformation-focused data from the pandemic demonstrates
correlation between social behavior and tweet content. We believe this
correlation supports the common intuition about how antisocial users behave,
and further suggests that it holds even in subcommunities already rife with
misinformation.",2024-12-12 18:53:46+00:00,"['Caleb Stam', 'Emily Saldanha', 'Mahantesh Halappanavar', 'Anurag Acharya']",emergence pandemic result significant rise spread misinformation online platform twitter oftentimes growth blame idea echo chamber behavior say characterize echo chamber exist dimension user social interaction say stick clique like minded user second content post say repeatedly espouse homogeneous idea study link twitter network retweet study social interaction topic modeling study tweet content order measure diversity user interaction time develop novel metric track speed travel social network application analysis method misinformation focus datum pandemic demonstrate correlation social behavior tweet content believe correlation support common intuition antisocial user behave suggest hold subcommunitie rife misinformation
JuStRank: Benchmarking LLM Judges for System Ranking,"Given the rapid progress of generative AI, there is a pressing need to
systematically compare and choose between the numerous models and
configurations available. The scale and versatility of such evaluations make
the use of LLM-based judges a compelling solution for this challenge.
Crucially, this approach requires first to validate the quality of the LLM
judge itself. Previous work has focused on instance-based assessment of LLM
judges, where a judge is evaluated over a set of responses, or response pairs,
while being agnostic to their source systems. We argue that this setting
overlooks critical factors affecting system-level ranking, such as a judge's
positive or negative bias towards certain systems. To address this gap, we
conduct the first large-scale study of LLM judges as system rankers. System
scores are generated by aggregating judgment scores over multiple system
outputs, and the judge's quality is assessed by comparing the resulting system
ranking to a human-based ranking. Beyond overall judge assessment, our analysis
provides a fine-grained characterization of judge behavior, including their
decisiveness and bias.",2024-12-12 18:51:13+00:00,"['Ariel Gera', 'Odellia Boni', 'Yotam Perlitz', 'Roy Bar-Haim', 'Lilach Eden', 'Asaf Yehudai']",give rapid progress generative ai press need systematically compare choose numerous model configuration available scale versatility evaluation use llm base judge compelling solution challenge crucially approach require validate quality llm judge previous work focus instance base assessment llm judge judge evaluate set response response pair agnostic source system argue set overlook critical factor affect system level ranking judge positive negative bias certain system address gap conduct large scale study llm judge system ranker system score generate aggregate judgment score multiple system output judge quality assess compare result system rank human base ranking overall judge assessment analysis provide fine grain characterization judge behavior include decisiveness bias
A glitch in gravity: cosmic Lorentz-violation from fiery Big Bang to glacial heat death,"One regime where we might see departures from general relativity is at the
largest accessible scales, with a natural choice in cosmology being the
cosmological horizon (or Hubble) scale. We investigate a single-parameter
extension to the standard cosmological model with a different strength of
gravity above and below this scale -- a ""cosmic glitch"" in gravity. Cosmic
microwave background observations, and Baryonic Acoustic Oscillations
(including the recent DESI Y1) favour weaker superhorizon gravity, at nearly a
percent (or 2$\sigma$ level), easing both the Hubble and clustering tensions
with other cosmological data. This compounds evidence for an even stronger
glitch during Big Bang nucleosynthesis (from helium abundance observations),
suggesting that symmetries of general relativity are maximally violated at the
Big Bang, but gradually recovered as we approach the present-day cosmological
de Sitter scale, associated with the observed dark energy.",2024-12-12 18:50:56+00:00,"['Robin Y. Wen', 'Lukas T. Hergt', 'Niayesh Afshordi', 'Douglas Scott']",regime departure general relativity large accessible scale natural choice cosmology cosmological horizon hubble scale investigate single parameter extension standard cosmological model different strength gravity scale cosmic glitch gravity cosmic microwave background observation baryonic acoustic oscillations include recent desi favour weak superhorizon gravity nearly percent level ease hubble cluster tension cosmological datum compound evidence strong glitch big bang nucleosynthesis helium abundance observation suggest symmetry general relativity maximally violate big bang gradually recover approach present day cosmological de sitter scale associate observe dark energy
Temporal Triadic Closure: Finding Dense Structures in Social Networks That Evolve,"A graph G is c-closed if every two vertices with at least c common neighbors
are adjacent to each other. Introduced by Fox, Roughgarden, Seshadhri, Wei and
Wein [ICALP 2018, SICOMP 2020], this definition is an abstraction of the
triadic closure property exhibited by many real-world social networks, namely,
friends of friends tend to be friends themselves. Social networks, however, are
often temporal rather than static -- the connections change over a period of
time. And hence temporal graphs, rather than static graphs, are often better
suited to model social networks. Motivated by this, we introduce a definition
of temporal c-closed graphs, in which if two vertices u and v have at least c
common neighbors during a short interval of time, then u and v are adjacent to
each other around that time. Our pilot experiments show that several real-world
temporal networks are c-closed for rather small values of c. We also study the
computational problems of enumerating maximal cliques and similar dense
subgraphs in temporal c-closed graphs; a clique in a temporal graph is a
subgraph that lasts for a certain period of time, during which every possible
edge in the subgraph becomes active often enough, and other dense subgraphs are
defined similarly. We bound the number of such maximal dense subgraphs in a
temporal c-closed graph that evolves slowly, and thus show that the
corresponding enumeration problems admit efficient algorithms; by slow
evolution, we mean that between consecutive time-steps, the local change in
adjacencies remains small. Our work also adds to a growing body of literature
on defining suitable structural parameters for temporal graphs that can be
leveraged to design efficient algorithms.",2024-12-12 18:50:55+00:00,"['Tom Davot', 'Jessica Enright', 'Jayakrishnan Madathil', 'Kitty Meeks']",graph g c closed vertex c common neighbor adjacent introduce fox roughgarden seshadhri wei wein icalp sicomp definition abstraction triadic closure property exhibit real world social network friend friend tend friend social network temporal static connection change period time temporal graph static graph well suit model social network motivate introduce definition temporal c closed graph vertice u v c common neighbor short interval time u v adjacent time pilot experiment real world temporal network c close small value study computational problem enumerate maximal clique similar dense subgraph temporal c close graph clique temporal graph subgraph last certain period time possible edge subgraph active dense subgraph define similarly bind number maximal dense subgraph temporal c close graph evolve slowly corresponding enumeration problem admit efficient algorithm slow evolution mean consecutive time step local change adjacency remain small work add grow body literature define suitable structural parameter temporal graph leverage design efficient algorithm
Obfuscated Activations Bypass LLM Latent-Space Defenses,"Recent latent-space monitoring techniques have shown promise as defenses
against LLM attacks. These defenses act as scanners that seek to detect harmful
activations before they lead to undesirable actions. This prompts the question:
Can models execute harmful behavior via inconspicuous latent states? Here, we
study such obfuscated activations. We show that state-of-the-art latent-space
defenses -- including sparse autoencoders, representation probing, and latent
OOD detection -- are all vulnerable to obfuscated activations. For example,
against probes trained to classify harmfulness, our attacks can often reduce
recall from 100% to 0% while retaining a 90% jailbreaking rate. However,
obfuscation has limits: we find that on a complex task (writing SQL code),
obfuscation reduces model performance. Together, our results demonstrate that
neural activations are highly malleable: we can reshape activation patterns in
a variety of ways, often while preserving a network's behavior. This poses a
fundamental challenge to latent-space defenses.",2024-12-12 18:49:53+00:00,"['Luke Bailey', 'Alex Serrano', 'Abhay Sheshadri', 'Mikhail Seleznyov', 'Jordan Taylor', 'Erik Jenner', 'Jacob Hilton', 'Stephen Casper', 'Carlos Guestrin', 'Scott Emmons']",recent latent space monitoring technique show promise defense llm attack defense act scanner seek detect harmful activation lead undesirable action prompt question model execute harmful behavior inconspicuous latent state study obfuscated activation state art latent space defense include sparse autoencoder representation probe latent ood detection vulnerable obfuscate activation example probe train classify harmfulness attack reduce recall retain jailbreaking rate obfuscation limit find complex task write sql code obfuscation reduce model performance result demonstrate neural activation highly malleable reshape activation pattern variety way preserve network behavior pose fundamental challenge latent space defense
Improving the Reliability of Cable Broadband Networks via Proactive Network Maintenance,"Cable broadband networks are one of the few ""last-mile"" broadband
technologies widely available in the U.S. Unfortunately, they have poor
reliability after decades of deployment. The cable industry proposed a
framework called Proactive Network Maintenance (PNM) to diagnose the cable
networks. However, there is little public knowledge or systematic study on how
to use these data to detect and localize cable network problems. Existing tools
in the public domain have prohibitive high false-positive rates. In this paper,
we propose CableMon, the first public-domain system that applies machine
learning techniques to PNM data to improve the reliability of cable broadband
networks. CableMon tackles two key challenges faced by cable ISPs: accurately
detecting failures, and distinguishing whether a failure occurs within a
network or at a subscriber's premise. CableMon uses statistical models to
generate features from time series data and uses customer trouble tickets as
hints to infer abnormal/failure thresholds for these generated features.
Further, CableMon employs an unsupervised learning model to group cable devices
sharing similar anomalous patterns and effectively identify impairments that
occur inside a cable network and impairments occur at a subscriber's premise,
as these two different faults require different types of technical personnel to
repair them. We use eight months of PNM data and customer trouble tickets from
an ISP and experimental deployment to evaluate CableMon's performance. Our
evaluation results show that CableMon can effectively detect and distinguish
failures from PNM data and outperforms existing public-domain tools.",2024-12-12 18:49:11+00:00,"['Jiyao Hu', 'Zhenyu Zhou', 'Xiaowei Yang']",cable broadband network mile broadband technology widely available unfortunately poor reliability decade deployment cable industry propose framework call proactive network maintenance pnm diagnose cable network little public knowledge systematic study use datum detect localize cable network problem exist tool public domain prohibitive high false positive rate paper propose cablemon public domain system apply machine learn technique pnm datum improve reliability cable broadband network cablemon tackle key challenge face cable isp accurately detecting failure distinguish failure occur network subscriber premise cablemon use statistical model generate feature time series datum use customer trouble ticket hint infer abnormal failure threshold generate feature cablemon employ unsupervised learn model group cable device share similar anomalous pattern effectively identify impairment occur inside cable network impairment occur subscriber premise different fault require different type technical personnel repair use month pnm datum customer trouble ticket isp experimental deployment evaluate cablemon performance evaluation result cablemon effectively detect distinguish failure pnm datum outperform exist public domain tool
Does Representation Matter? Exploring Intermediate Layers in Large Language Models,"Understanding what defines a good representation in large language models
(LLMs) is fundamental to both theoretical understanding and practical
applications. In this paper, we investigate the quality of intermediate
representations in various LLM architectures, including Transformers and State
Space Models (SSMs). We find that intermediate layers often yield more
informative representations for downstream tasks than the final layers. To
measure the representation quality, we adapt and apply a suite of metrics -
such as prompt entropy, curvature, and augmentation-invariance - originally
proposed in other contexts. Our empirical study reveals significant
architectural differences, how representations evolve throughout training, and
how factors like input randomness and prompt length affect each layer. Notably,
we observe a bimodal pattern in the entropy of some intermediate layers and
consider potential explanations tied to training data. Overall, our results
illuminate the internal mechanics of LLMs and guide strategies for
architectural optimization and training.",2024-12-12 18:48:51+00:00,"['Oscar Skean', 'Md Rifat Arefin', 'Yann LeCun', 'Ravid Shwartz-Ziv']",understand define good representation large language model llms fundamental theoretical understanding practical application paper investigate quality intermediate representation llm architecture include transformers state space models ssms find intermediate layer yield informative representation downstream task final layer measure representation quality adapt apply suite metric prompt entropy curvature augmentation invariance originally propose contexts empirical study reveal significant architectural difference representation evolve training factor like input randomness prompt length affect layer notably observe bimodal pattern entropy intermediate layer consider potential explanation tie training datum overall result illuminate internal mechanic llms guide strategy architectural optimization training
Identification of structures driving trailing-edge noise. Part II -- Numerical investigation,"The aim of the present work is to investigate the mechanisms of broadband
trailing-edge noise generation to improve prediction tools and control
strategies. We focus on a NACA 0012 airfoil at 3 degrees angle of attack and
chord Reynolds number Re = 200,000. A high-fidelity wall-resolved compressible
implicit large eddy simulation (LES) is performed to collect data for our
analysis. The simulation is designed in close alignment with the experiment
described in detail in the companion paper (Demange et al. 2024b). Zig-zag
geometrical tripping elements, added to generate a turbulent boundary layer,
are meshed to closely follow the experimental setup. A large spanwise domain is
used in the simulation to include propagative acoustic waves with low
wavenumbers. An in-depth comparison with experiments is conducted showing good
agreement in terms of mean flow statistics, acoustic and hydrodynamic spectra,
and coherence lengths. Furthermore, a strong correlation is found between the
radiated acoustics and spanwise-coherent structures. To investigate the
correlation for higher wavenumbers, spectral proper orthogonal decomposition
(SPOD) is applied to the spanwise Fourier-transformed LES dataset. The analysis
of all SPOD modes for the leading spanwise wavenumbers reveals
streamwise-travelling wavepackets as the source of the radiated acoustics. This
finding, confirming observations from experiments in the companion paper, leads
to a new understanding of the turbulent structures driving the trailing-edge
noise. By performing extended SPOD based on the acoustic region, we confirm the
low rank nature of the acoustics, and a reduced-order model based on acoustic
extended SPOD is proposed for the far-field acoustic reconstruction.",2024-12-12 18:47:43+00:00,"['Zhenyang Yuan', 'Simon Demange', 'Kilian Oberleithner', 'André V. G. Cavalieri', 'Ardeshir Hanifi']",aim present work investigate mechanism broadband trail edge noise generation improve prediction tool control strategy focus naca airfoil degree angle attack chord reynolds number high fidelity wall resolve compressible implicit large eddy simulation les perform collect datum analysis simulation design close alignment experiment describe detail companion paper demange et al zig zag geometrical trip element add generate turbulent boundary layer mesh closely follow experimental setup large spanwise domain simulation include propagative acoustic wave low wavenumber depth comparison experiment conduct show good agreement term mean flow statistic acoustic hydrodynamic spectra coherence length furthermore strong correlation find radiate acoustic spanwise coherent structure investigate correlation high wavenumber spectral proper orthogonal decomposition spod apply spanwise fourier transform les dataset analysis spod mode lead spanwise wavenumber reveal streamwise travel wavepacket source radiate acoustic finding confirm observation experiment companion paper lead new understanding turbulent structure drive trail edge noise perform extend spod base acoustic region confirm low rank nature acoustic reduce order model base acoustic extended spod propose far field acoustic reconstruction
Two-dimensional orbital-obstructed insulators with higher-order band topology,"Obstructed atomic phases, with their realizations in systems of diverse
dimensionality, have recently arisen as one of the topological states with
greatest potential to show higher-order phenomena. In this work we report a
special type of obstruction, known as orbital-mediated atomic obstruction, in
monolayers of materials with spatial symmetry described by the space group
P-3m1. By means of a minimal tight-binding model and first-principles
calculations, we show that this obstructed phase is related to the mismatch of
the charge centers coming from the atomic limit with respect to the centers
that are obtained from the reciprocal space description. Although we find
atomic limits that correspond with occupied atomic sites, orbital-mediated
atomic obstruction requires the presence of orbitals that have no support in
real space. In order to demonstrate the nontrivial character of the
obstruction, we confirm the presence of a filling anomaly for finite geometries
that is directly associated with the bulk configuration, and discuss the role
of the boundary states and their underlying mechanism. Several material
examples are presented to illustrate the ubiquity of these nontrivial responses
and, in turn, to discuss the differences related to the particular ground state
configuration. In addition, we perform a survey of materials and elaborate a
list of candidate systems which will host this obstructed phase in monolayer
form.",2024-12-12 18:46:48+00:00,"['Olga Arroyo-Gascon', 'Sergio Bravo', 'Monica Pacheco', 'Leonor Chico']",obstruct atomic phase realization system diverse dimensionality recently arise topological state great potential high order phenomenon work report special type obstruction know orbital mediate atomic obstruction monolayer material spatial symmetry describe space group mean minimal tight bind model principle calculation obstruct phase relate mismatch charge center come atomic limit respect center obtain reciprocal space description find atomic limit correspond occupy atomic site orbital mediate atomic obstruction require presence orbital support real space order demonstrate nontrivial character obstruction confirm presence fill anomaly finite geometry directly associate bulk configuration discuss role boundary state underlying mechanism material example present illustrate ubiquity nontrivial response turn discuss difference relate particular ground state configuration addition perform survey material elaborate list candidate system host obstruct phase monolayer form
Foundational Large Language Models for Materials Research,"Materials discovery and development are critical for addressing global
challenges. Yet, the exponential growth in materials science literature
comprising vast amounts of textual data has created significant bottlenecks in
knowledge extraction, synthesis, and scientific reasoning. Large Language
Models (LLMs) offer unprecedented opportunities to accelerate materials
research through automated analysis and prediction. Still, their effective
deployment requires domain-specific adaptation for understanding and solving
domain-relevant tasks. Here, we present LLaMat, a family of foundational models
for materials science developed through continued pretraining of LLaMA models
on an extensive corpus of materials literature and crystallographic data.
Through systematic evaluation, we demonstrate that LLaMat excels in
materials-specific NLP and structured information extraction while maintaining
general linguistic capabilities. The specialized LLaMat-CIF variant
demonstrates unprecedented capabilities in crystal structure generation,
predicting stable crystals with high coverage across the periodic table.
Intriguingly, despite LLaMA-3's superior performance in comparison to LLaMA-2,
we observe that LLaMat-2 demonstrates unexpectedly enhanced domain-specific
performance across diverse materials science tasks, including structured
information extraction from text and tables, more particularly in crystal
structure generation, a potential adaptation rigidity in overtrained LLMs.
Altogether, the present work demonstrates the effectiveness of domain
adaptation towards developing practically deployable LLM copilots for materials
research. Beyond materials science, our findings reveal important
considerations for domain adaptation of LLMs, such as model selection, training
methodology, and domain-specific performance, which may influence the
development of specialized scientific AI systems.",2024-12-12 18:46:38+00:00,"['Vaibhav Mishra', 'Somaditya Singh', 'Dhruv Ahlawat', 'Mohd Zaki', 'Vaibhav Bihani', 'Hargun Singh Grover', 'Biswajit Mishra', 'Santiago Miret', 'Mausam', 'N. M. Anoop Krishnan']",material discovery development critical address global challenge exponential growth material science literature comprise vast amount textual datum create significant bottleneck knowledge extraction synthesis scientific reasoning large language models llms offer unprecedented opportunity accelerate material research automate analysis prediction effective deployment require domain specific adaptation understanding solve domain relevant task present llamat family foundational model material science develop continue pretraining llama model extensive corpus material literature crystallographic datum systematic evaluation demonstrate llamat excel material specific nlp structured information extraction maintain general linguistic capability specialized llamat cif variant demonstrate unprecedented capability crystal structure generation predict stable crystal high coverage periodic table intriguingly despite superior performance comparison observe demonstrate unexpectedly enhance domain specific performance diverse material science task include structure information extraction text table particularly crystal structure generation potential adaptation rigidity overtrained llms altogether present work demonstrate effectiveness domain adaptation develop practically deployable llm copilot material research material science finding reveal important consideration domain adaptation llms model selection training methodology domain specific performance influence development specialized scientific ai system
Experimental Machine Learning with Classical and Quantum Data via NMR Quantum Kernels,"Kernel methods map data into high-dimensional spaces, enabling linear
algorithms to learn nonlinear functions without explicitly storing the feature
vectors. Quantum kernel methods promise efficient learning by encoding feature
maps into exponentially large Hilbert spaces inherent in quantum systems. In
this work we implement quantum kernels on a 10-qubit star-topology register in
a nuclear magnetic resonance (NMR) platform. We experimentally encode classical
data in the evolution of multiple quantum coherence orders using data-dependent
unitary transformations and then demonstrate one-dimensional regression and
two-dimensional classification tasks. By extending the register to a
double-layered star configuration, we propose an extended quantum kernel to
handle non-parametrized operator inputs. By numerically simulating the extended
quantum kernel, we show classification of entangling and nonentangling
unitaries. These results confirm that quantum kernels exhibit strong
capabilities in classical as well as quantum machine learning tasks.",2024-12-12 18:44:38+00:00,"['Vivek Sabarad', 'T. S. Mahesh']",kernel method map datum high dimensional space enable linear algorithm learn nonlinear function explicitly store feature vector quantum kernel method promise efficient learning encode feature map exponentially large hilbert space inherent quantum system work implement quantum kernel qubit star topology register nuclear magnetic resonance nmr platform experimentally encode classical datum evolution multiple quantum coherence order data dependent unitary transformation demonstrate dimensional regression dimensional classification task extend register double layered star configuration propose extend quantum kernel handle non parametrized operator input numerically simulate extend quantum kernel classification entangle nonentangling unitarie result confirm quantum kernels exhibit strong capability classical quantum machine learn task
Enhancing Convergence of Decentralized Gradient Tracking under the KL Property,"We study decentralized multiagent optimization over networks, modeled as
undirected graphs. The optimization problem consists of minimizing a nonconvex
smooth function plus a convex extended-value function, which enforces
constraints or extra structure on the solution (e.g., sparsity, low-rank). We
further assume that the objective function satisfies the Kurdyka-{\L}ojasiewicz
(KL) property, with given exponent $\theta\in [0,1)$. The KL property is
satisfied by several (nonconvex) functions of practical interest, e.g., arising
from machine learning applications; in the centralized setting, it permits to
achieve strong convergence guarantees. Here we establish convergence of the
same type for the notorious decentralized gradient-tracking-based algorithm
SONATA. Specifically, $\textbf{(i)}$ when $\theta\in (0,1/2]$, the sequence
generated by SONATA converges to a stationary solution of the problem at
R-linear rate;$ \textbf{(ii)} $when $\theta\in (1/2,1)$, sublinear rate is
certified; and finally $\textbf{(iii)}$ when $\theta=0$, the iterates will
either converge in a finite number of steps or converges at R-linear rate. This
matches the convergence behavior of centralized proximal-gradient algorithms
except when $\theta=0$. Numerical results validate our theoretical findings.",2024-12-12 18:44:36+00:00,"['Xiaokai Chen', 'Tianyu Cao', 'Gesualdo Scutari']",study decentralize multiagent optimization network model undirected graph optimization problem consist minimize nonconvex smooth function plus convex extend value function enforce constraint extra structure solution sparsity low rank assume objective function satisfy kl property give exponent kl property satisfied nonconvex function practical interest arise machine learning application centralized setting permit achieve strong convergence guarantee establish convergence type notorious decentralize gradient tracking base algorithm sonata specifically sequence generate sonata converge stationary solution problem r linear sublinear rate certify finally iterate converge finite number step converge r linear rate match convergence behavior centralized proximal gradient algorithm numerical result validate theoretical finding
Network Dynamics of Emotional Processing: A Structural Balance Theory Approach,"Understanding emotional processing in the human brain requires examining the
complex interactions between different brain regions. While previous studies
have identified specific regions involved in emotion processing, a holistic
network approach may provide deeper insights. We use Structural Balance Theory
to investigate the stability and triadic structures of signed brain networks
during resting state and emotional processing, specifically in response to
fear-related stimuli. We hypothesized that imbalanced triadic interactions
would be more prevalent during emotional processing, especially in response to
fear-related stimuli, potentially reflecting the brain's adaptation to
emotional challenges. By analyzing fMRI data from 138 healthy, right-handed
participants, we found that emotional processing was marked by an increase in
positive connections and a decrease in negative connections compared to the
resting state. Our findings clearly show that balanced triads significantly
decreased while imbalanced triads increased, indicating a shift toward
instability in the brain's functional network during emotional processing.
Additionally, the number of influential hubs was significantly lower during
fear processing than in neutral conditions, suggesting a more centralized
network and higher levels of network energy. These findings reveal the brain's
remarkable adaptive capacity during emotional processing, demonstrating how
network stability dynamically shifts through changes in balanced and imbalanced
triads, hub tendencies, and energy dynamics. Our research illuminates a complex
mechanism by which the brain flexibly reconfigures its functional network in
response to emotional stimuli with potential implications for understanding
emotional resilience and neurological disorders.",2024-12-12 18:43:41+00:00,"['Sepehr Gourabi', 'Parinaz Khosravani', 'Shahrzad Nosrat', 'Roya Mohammadi', 'Masoud Lotfalipour']",understand emotional processing human brain require examine complex interaction different brain region previous study identify specific region involve emotion processing holistic network approach provide deep insight use structural balance theory investigate stability triadic structure sign brain network rest state emotional processing specifically response fear relate stimulus hypothesize imbalance triadic interaction prevalent emotional processing especially response fear relate stimulus potentially reflect brain adaptation emotional challenge analyze fmri datum healthy right handed participant find emotional processing mark increase positive connection decrease negative connection compare resting state finding clearly balanced triad significantly decrease imbalance triad increase indicate shift instability brain functional network emotional processing additionally number influential hub significantly low fear processing neutral condition suggest centralized network high level network energy finding reveal brain remarkable adaptive capacity emotional processing demonstrate network stability dynamically shift change balanced imbalanced triad hub tendency energy dynamic research illuminate complex mechanism brain flexibly reconfigure functional network response emotional stimulus potential implication understand emotional resilience neurological disorder
